"","g__Absiella","g__Acidaminococcus","g__Actinomyces","g__Adlercreutzia","g__Agathobaculum","g__Akkermansia","g__Alistipes","g__Allisonella","g__Anaerococcus","g__Anaeroglobus","g__Anaeromassilibacillus","g__Anaerostipes","g__Anaerotignum","g__Anaerotruncus","g__Asaccharobacter","g__Bacteroides","g__Barnesiella","g__Bifidobacterium","g__Bilophila","g__Blautia","g__Brachyspira","g__Butyricicoccus","g__Butyricimonas","g__Campylobacter","g__Candidatus_Gastranaerophilales_unclassified","g__Candidatus_Stoquefichus","g__Catenibacterium","g__Christensenella","g__Citrobacter","g__Cloacibacillus","g__Clostridiales_unclassified","g__Clostridium","g__Collinsella","g__Comamonas","g__Coprobacillus","g__Coprobacter","g__Coprococcus","g__Desulfovibrio","g__Desulfovibrionaceae_unclassified","g__Dialister","g__Dielma","g__Dorea","g__Eggerthella","g__Eisenbergiella","g__Enorma","g__Enterococcus","g__Enterorhabdus","g__Erysipelatoclostridium","g__Escherichia","g__Eubacteriaceae_unclassified","g__Eubacterium","g__Faecalibacterium","g__Faecalitalea","g__Firmicutes_unclassified","g__Flavonifractor","g__Fusicatenibacter","g__Fusobacterium","g__Gemella","g__Gemmiger","g__Gordonibacter","g__Haemophilus","g__Hafnia","g__Harryflintia","g__Holdemanella","g__Holdemania","g__Hungatella","g__Intestinibacter","g__Intestinimonas","g__Klebsiella","g__Lachnoclostridium","g__Lachnospira","g__Lachnospiraceae_unclassified","g__Lactobacillus","g__Lactococcus","g__Lactonifactor","g__Lawsonella","g__Lawsonibacter","g__Marvinbryantia","g__Massiliomicrobiota","g__Megamonas","g__Megasphaera","g__Methanobrevibacter","g__Methanomassiliicoccus","g__Methanosphaera","g__Mitsuokella","g__Monoglobus","g__Odoribacter","g__Oscillibacter","g__Oxalobacter","g__Parabacteroides","g__Paraprevotella","g__Parasutterella","g__Parvimonas","g__Peptococcus","g__Peptoniphilus","g__Peptostreptococcaceae_unclassified","g__Phascolarctobacterium","g__Prevotella","g__Propionibacterium","g__Proteobacteria_unclassified","g__Pseudoflavonifractor","g__Pseudomonas","g__Pyramidobacter","g__Raoultella","g__Romboutsia","g__Roseburia","g__Rothia","g__Ruminococcaceae_unclassified","g__Ruminococcus","g__Ruthenibacterium","g__Sanguibacteroides","g__Sellimonas","g__Serratia","g__Slackia","g__Streptococcus","g__Sutterella","g__Turicibacter","g__Turicimonas","g__Tyzzerella","g__Veillonella","g__Victivallis"
"52-rP",0,0,0,0,0,1.7103,18.98602,0,0,0,0,0.66624,0,0.08017,0,14.39345,0,3.25681,0,2.79534,0,0,0,0,0,0,0,0.00633,0,0,0,1.17258,1.03447,0.12554,0.05187,0.09508,0.49322,0,0,0.10401,0,0.50576,0.56131,0.01198,0,0,0,0.22916,0,0,32.95358,2.80778,0,2.76565,0.78975,2.06405,0,0,0.1862,0.12705,0,0,0,0,0.04845,0.01691,0.24454,0.57903,0,0.20819,0.15077,0.96735,0,0,0,0,0.07696,0,0,0,0,0,0,0,0,2.79668,0.44191,0,0,0,0,0,0,0,0,0,0,0.02232,0,0,0,0,0.05443,0,0,1.19499,0,0.14857,4.40642,0.46973,0,0.03373,0,0,0.16528,0,0,0,0,0,0
"52-tB",0,0,0,0,0,2.80908,15.00545,0,0,0,0,0.92149,0,0.02023,0,23.98837,0,1.42543,0,4.73576,0,0,0,0,0,0,0,0,0,0,0,0.7532,1.92992,0,0.00837,0,0.6606,0,0,0.6462,0,0.90064,0.5726,0.0259,0,0,0,0.0576,0,0,25.47425,4.03123,0,4.06845,0.31787,1.57825,0,0,0.31032,0.23459,0,0,0,0,0.08647,0,0.26777,0.51232,0,0,1.49947,2.80168,0,0,0,0,0.19596,0,0,0,0,0,0,0,0,0.13367,1.02803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01933,0,0,1.1107,0,0.25439,1.35768,0.13941,0,0.04455,0,0,0.07277,0,0,0,0,0,0
"52-tP",0,0,0,0,0,3.00441,16.59662,0,0,0,0,0.75892,0,0.05199,0,15.66294,0,8.02508,0,2.93277,0,0,0,0,0,0,0,0.03895,0,0,0,0.53398,1.03451,0.28539,0.02139,0.00997,0.38796,0,0,0.1395,0.07069,0.51333,0.552,0.03508,0,0,0,0.03588,0.19109,0,24.66448,6.33682,0,3.16978,0.63582,3.09679,0,0,0.58095,0.10855,0,0,0,0,0.06486,0.10025,0.15119,0.40419,0,0.31528,0.39258,0.79788,0.00635,0.0932,0,0,0.21564,0,0,0,0,0,0,0,0,1.044,0.30699,0,0,0,0,0,0,0,0,0,0,0.17706,0,0,0,0,0,0,0,1.35329,0,0.10727,2.72545,0.25017,0,0,0,0,2.01873,0,0,0,0,0,0
"54-rB",0,0,0,0,0,0,5.40813,0,0,0,0,11.22865,0,0,0,20.46869,0,3.81441,0.08342,3.9046,0,0,0,0,0,0,0,0,0.00773,0,0,0.04945,0,0,0.06863,0,0.36568,0,0,0,0,0.86278,0.36074,0.39273,0,0,0,0.09561,0.83202,0,20.91331,0.52797,0,2.108,0.2124,4.56798,0,0,0.80607,0.03569,0,0,0,0,0,0.81383,0,0.42544,0,0,0,2.42645,0,0,0,0,0.00307,0,0,0,0,2.04107,0,0,0,1.09232,0,0.19346,0,3.38531,0,0,0.02023,0,0,0,0,0,0,0,0,0.2558,0.79659,0,0,0.40342,0,9.40548,1.44093,0.18194,0,0,0,0,0,0,0,0,0,0,0
"54-rP",0,0,0,0.01825,0,0,5.79467,0,0,0,0,13.83042,0,0,0.00239,21.34081,0,2.42875,0.14965,2.57982,0,0,0,0,0,0,0,0,0,0,0,0.10907,0,0,0.00686,0,0.34039,0,0,0,0.00773,1.09793,0.18717,0.00345,0,0,0,0,0.12584,0,19.17863,0.95133,0,1.64431,0.17776,4.83675,0,0,0.91914,0.0188,0,0,0,0,0,0.04746,0,0.27705,0,0,0.01215,4.27039,0,0,0,0,0.02236,0,0,0,0,1.33929,0,0,0,0.75414,0,0.84055,0,2.66465,0,0,0,0,0,0,0,0,0,0,0,0,0.83736,0,0,0.83562,0,10.99386,1.29541,0.05979,0,0,0,0,0,0,0,0,0,0,0
"54-tB",0,0,0,0.00892,0,0,3.66573,0,0,0,0,11.36057,0,0,0,25.47867,0,1.11993,0.11467,4.5676,0,0,0,0,0,0,0,0,0,0,0,0.20803,0,0,0,0,0.23764,0,0,0.03705,0.00139,0.91977,0.13644,0,0,0,0,0,1.28337,0,11.69617,1.08877,0,1.73662,0.09143,7.58435,0,0,2.38522,0.01059,0,0,0,0,0,0.08215,0,0.34756,0.56027,0,0.71514,5.08781,0,0,0,0,0.07712,0,0,0,0,0.93825,0,0,0,0.4199,0,0.18014,0,3.60463,0,0,0,0,0,0,0,0,0,0,0,0,0.18024,0,0,3.02245,0,9.06498,1.94173,0.04467,0,0,0,0,0,0,0,0,0,0,0
"54-tP",0,0,0,0.0136,0,0,4.85017,0,0,0,0,8.13643,0,0,0,20.02681,0,1.75522,0.09675,3.19893,0,0,0,0,0,0,0,0,0,0,0,0.26029,0,0,0.10922,0,0.48867,0,0,0,0,1.08996,0.14032,0,0,0,0,0,0.42473,0,18.30752,1.1318,0,1.48058,0.12992,7.26886,0,0,1.30359,0.00655,0,0,0,0,0,0.16527,0,0.21247,0,0,0.14897,4.13509,0,0,0,0,0.00907,0,0,0,0,1.32065,0,0,0,2.44728,0,0.24852,0,2.37526,0,0,0,0,0,0,0,0,0,0,0,0,0.83902,0,0,0.54492,0,16.02074,1.2743,0.03848,0,0,0,0,0,0,0,0,0,0,0
"55-rB",0,0,0,0.07088,0.00573,0,1.01332,0,0,0,0,0.167,0,0,0.07923,32.08409,1.9759,0.69618,0,1.70043,0,0,0.00234,0,0,0,0,0,0,0,0.31502,0.56469,0.47385,0,0,0.43955,0.53921,0,0,0,0,0.23739,0,0,0,0,0,0,0,0,2.99093,6.48838,0,0.16171,0.05508,1.39054,0,0,0.1524,0,0,0,0,0,0,0,0,0,27.79342,0.02445,0,0.01761,0,0,0,0,0.47095,0,0,0,0.69254,0.30369,0,0,0,0,0.95204,0.65315,0.07485,3.94563,0,0.02104,0,0,0,0,0.65804,0,0,0.42675,0,0,0,0,0,1.44062,0,0.70497,9.51453,0.01164,0,0,0.22584,0,0.22203,0,0,0,0,0,0.24241
"55-rP",0,0,0,0,0.11345,0,0.33491,0,0,0,0,0.14837,0,0,0.01408,24.2935,4.10968,0.65932,0,1.36535,0,0,0.02168,0,0,0,0,0,0,0,0.07241,0.25411,0.59112,0,0.07921,0.0954,0.44896,0,0,0,0,0.28073,0,0,0,0,0,0,0.21336,0,3.86598,7.4052,0,0.19157,0,1.69771,0,0,0.05639,0,0,0,0,0,0,0,0,0,37.30785,0,0,0,0,0,0,0,0.19856,0,0,0,0,0.60081,0.08418,0,0,0,1.35549,0.86608,0.05631,5.22459,0,0,0,0,0,0,0.96553,0,0,0.30932,0,0,0,0,0,1.66647,0,0.27598,4.263,0.02028,0,0,0,0,0.07449,0,0,0,0,0,0.41855
"55-tB",0,0,0,0,0.04262,0,0.10256,0,0,0,0,0.14799,0,0,0.01202,23.81414,2.93854,0.37365,0,1.27668,0,0,0,0,0,0,0,0,0,0,0.20722,0.54093,0.68284,0,0,0.32174,0.70392,0,0,0,0,0.56773,0,0,0,0,0,0,0,0,1.92659,3.01397,0,0.1264,0,1.66074,0,0,0.07176,0,0,0,0,0,0,0,0,0,41.39993,0,0,0.03732,0,0,0,0,0.47181,0,0,0,0,0.16749,0.0024,0,0,0,0.9737,0.70881,0.0736,3.39749,0,0.01473,0,0,0,0,0.52061,0,0,0.53027,0,0,0,0,0,4.47523,0,0.52263,7.37354,0.04808,0,0,0,0,0.41998,0,0,0,0,0,0.33033
"55-tP",0,0,0,0.00745,0.03741,0,0.25462,0,0,0,0,0.1281,0,0,0.03158,19.07309,2.04062,0.53947,0,0.85158,0,0,0.02312,0,0,0,0,0,0,0,0.2599,0.43344,0.782,0,0,0.09729,0.7382,0,0,0,0,0.42445,0,0,0,0,0,0.01262,0,0,4.07608,8.37564,0,0.69693,0,1.89329,0,0,0.08863,0,0,0.80518,0,0,0,0,0,0,41.87237,0,0,0,0,0.01033,0,0,0.29526,0,0,0,0,0.24538,0.1902,0,0,0,0.84759,1.28031,0.13105,3.07706,0,0.01402,0,0,0,0,0.64707,0,0,0.29922,0,0,0,0,0,1.31811,0,1.17663,5.97271,0.0677,0,0,0,0,0.24077,0,0,0,0,0,0.6435
"57-rB",0,0,0,0.01825,0.40527,0,10.63457,0,0,0,0.01065,0.1808,0.00229,0.40063,0.02117,36.51076,0,0.30445,0,7.95974,0,0,0.30942,0,0,0,0,0,0,0,0.00832,0.00331,3.50903,0,0.0128,0.37756,0,0,0,0,0,0.61299,0.34523,0.38873,0,0,0,0.24075,0.84461,0,10.25925,0,0,0.47325,0.66952,0,0,0,0,0.03675,0,0,0.18699,0,0,0.10118,0,0,0.07568,1.30537,0.45852,0,0,0,0,0,0.74952,0,0,0,0,1.06985,0,0,0,0,0.4703,1.16081,0.08493,3.4596,0,0,0,0,0,0,0.9031,0,0,0.14622,0,0,0,0,0,9.29212,0,0.16349,4.32121,0.82703,0,0.03219,0,0,0.63891,0,0,0.01289,0,0,0
"57-rP",0,0,0,0.07434,1.00297,0,9.27476,0,0,0,0,0.09676,0,0.22847,0.04473,31.79221,0,0.83009,0,5.29888,0,0,0.24015,0,0,0,0,0,0,0,0,0,2.35942,0,0.1229,0.83274,0,0,0,0,0,0.72446,0.43485,1.47763,0,0,0,0.25957,0,0,0.46238,0,0,1.56232,0.63695,0,0,0,0,0.00516,0,0,0.0295,0,0,0.52761,0,0.08145,0,1.62461,0.84696,0,0,0,0,0,0.38303,0,0,0,0,6.46496,0,0,0,1.32998,0.69744,2.26358,0.17438,4.26415,0,0,0,0,0,0,0.99652,0,0,0.08901,0,0,0,0,0,11.41271,0,0.15344,7.21181,2.8021,0,0,0,0,0.88504,0,0,0,0,0,0
"57-tB",0,0,0,0.01187,0.45295,0,7.44521,0,0,0,0,0.72987,0.09883,0.19787,0.01625,40.17112,0,0.7263,0,7.25748,0,0,0.1048,0,0,0,0,0,0,0,0.00958,0.81702,2.5803,0,0,0.53939,0,0,0,0,0,0.86261,0.21136,0.00859,0,0,0,0.05451,0.53006,0,3.68291,0,0,1.01979,0.54837,0,0,0,0,0.01169,0,0,0.04089,0,0,0.01534,0,0.01496,0.07347,1.89117,1.39246,0,0.0153,0,0,0,0.57155,0,0,0,0,1.11436,0,0,0,0.02891,0.49095,0.61756,0.07129,4.02649,0,0,0,0,0,0,0.84935,0,0,0.25267,0,0,0,0,0,13.05566,0,0.05337,6.36527,0.34993,0,0.03119,0,0,0.58913,0,0,0,0,0,0
"57-tP",0,0,0,0.15706,0.23574,0,5.04177,0,0,0,0.07381,1.73794,0,0.37613,0.13892,24.09844,0,1.43196,0,7.49097,0,0,0.32549,0,0,0,0,0,0,0,0.01039,0,4.70855,0,0,0.65114,0,0,0,0,0,1.83171,0.61472,0.37445,0,0,0,0.34329,0,0,1.29918,0,0,1.9874,2.01917,0,0,0,0,0.07125,0,0,0.05843,0,0,0.03244,0,0.03561,0,1.40197,0.58467,0,0.04188,0,0,0,2.13149,0,0,0,0,2.29765,0,0,0,0.57864,0.53992,1.15976,0.25153,2.52202,0,0,0,0,0,0,0.63406,0,0,0.00205,0,0,0,0,0,5.13444,0,0.19681,24.25593,1.376,0,0.02665,0,0,1.71857,0,0,0,0,0,0
"58-rB",0,0,0,0,0.04513,0,0,0,0,0,0,0,0,0,0,0.28939,0,0,0,0.35186,0,0,0,0.17383,0,0,0.10385,0,0,0,0,0,1.01577,0,0.01906,0,1.42977,0.11173,0,0,0,0.38144,0,0,0,0,0,0,0,0,0.2333,4.88981,0,0.01525,0,0.10214,0,0,0.0095,0,0,0,0,0.09962,0,0,0,0,0,0,0,1.47883,0,0,0,0,0,0,0,0,0.10121,0,0,0,0.17017,0,0.02813,0.41021,0,0.00863,0.15582,0.04945,0,0,0,0,0,87.66899,0,0,0,0,0,0,0,0.42834,0,0.10378,0,0.00568,0,0,0,0,0.11931,0,0,0,0,0,0
"58-rP",0,0,0,0,0.11001,0,31.01386,0,0,0,0,0,0,0.72053,0,35.9232,1.02927,0.6051,0.38452,0.90059,0,0,0.75172,0,0,0,0.28971,0,0,0.02191,0,0.7221,1.20841,0,0.01939,0,0.23293,1.29166,0,0,0,0.17754,0.4961,0.14139,0,0,0,0.12238,0.17563,0,0.63919,2.42536,0,1.02725,2.16073,0.96574,0,0,0.03995,0.04846,0,0,0,0.36614,0.08667,0.01517,0,0,0.3949,0.64838,0,0.51214,0,0,0,0,0,0,0,0,0.00325,0.13379,0,0,0.00609,0,0.65058,0.91499,0,3.46395,0,0.05234,0,0,0,0.17285,1.49318,2.49397,0,0,0,0,0,0,0,0.8651,0,1.731,1.1581,0.74246,0,0,0,0.02485,0.42548,0,0,0,0,0,0
"58-tB",0,0,0,0,0.22701,0,0.18854,0,0,0,0,0.01126,0,0,0,7.04333,0,0,0,1.35926,0,0,0.14814,0,0,0,1.06642,0,0,0,0,0.42729,2.20109,0,0.33769,0,5.07615,0.32294,0,0,0,1.26077,0,0,0,0,0,0.01542,1.68466,0,3.20744,19.01263,0,0.49748,0,1.29258,0,0,0.11468,0,0,0,0,0.50959,0.00919,0,0,0,2.26864,0,0,3.82992,0,0,0,0,0.02023,0,0,0,0.02426,0,0,0,0.01677,0,0.12768,10.8849,0,0.48389,0,0.09907,0,0,0,0,0.04866,28.14561,0,0,0,0,0,0,0,6.70157,0,0.32917,0.3028,0.32651,0,0,0,0.01082,0.36596,0,0,0,0,0,0
"58-tP",0,0,0,0,0.45201,0,0.38943,0.00957,0,0,0,0.03627,0,0,0,5.26197,0,0,0,2.92905,0,0,0.78495,0,0,0,1.81587,0,0,0,0,1.20011,3.14736,0,0.20001,0,0.98413,1.10159,0,0,0,1.57018,0,0,0,0,0,0,0.03563,0,3.33511,18.60317,0,0.35934,0,0.00471,0,0,0.19781,0,0,0,0,0.84531,0,0,0,0,0.41796,0,0,3.15532,0,0,0,0,0.2737,0,0,0,0.13596,0.66883,0,0,0.06086,0,0.1551,7.7029,0,1.22994,0.02526,0.33028,0,0,0,0,1.27851,19.03738,0,0,0,0,0,0.2115,0,9.8484,0,11.70493,0,0.2224,0,0,0,0.01898,0.25823,0,0,0,0,0,0
"60-rB",0,0,0,0.02871,0,5.42926,7.85196,0,0,0,0,0,0,0,0.06641,59.90184,0,0,0.09244,4.29198,0,0,0.03753,0,0,0.09261,0,0,0,0,0,0.01972,0,0,0.01662,0,0,0,0,0,0,0.13468,0.06173,0.24612,0,0,0,0,0,0,0,0.41177,0,0,1.36347,0,0,0,0,0,0,0,0,0,0,0.0171,0,0.41886,0.1866,1.6409,0,1.43621,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39029,0.98746,0,0,5.82294,2.27817,1.92618,0,0,0,0,0,0,0,0.05432,0.68317,0,0,0,0,1.86535,0,0.59995,1.19725,0.30581,0,0.09019,0,0,0,0,0,0.05242,0,0,0
"60-rP",0,0,0,0,0,4.64169,10.91818,0,0,0,0,0,0,0,0,40.13502,0,0.35962,0.10707,1.66209,0,0,0.04101,0,0,0.0068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64403,0.21652,0.16998,0,0,0,0.17479,0,0,0.09095,0.25812,0,0,0.32869,0,0,0,0,0,0,0,0,0,0,0,0.09054,3.70555,0.12323,0.86343,0,20.02213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61531,1.26269,0,0,4.70074,1.74403,2.17766,0,0,0,0,0,0,0,0.0667,0.31331,0,0,0,0,0.62899,0,0.36884,2.31293,1.18569,0,0.00506,0,0,0,0,0,0.05863,0,0,0
"60-tB",0,0,0,0.04402,0,1.80163,5.29023,0,0,0,0,0,0,0,0.08193,71.8597,0,0,0.03957,1.71133,0,0,0.04643,0,0,0.07336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3423,0.05041,0.05996,0,0,0,0.004,0,0,0,0.29655,0,0,0.16922,0,0,0,0,0,0,0,0,0,0,0,0,1.2016,0.12308,0.33637,0,6.74233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17768,0.86945,0,0,2.15328,1.28792,0.84611,0,0,0,0,0,0,0,0.02191,0.15058,0,0,0,0,0.08154,0,0.13203,3.55657,0.30772,0,0.00393,0,0,0.12398,0,0,0.01328,0,0,0
"60-tP",0,0,0,0.04281,0,5.86058,6.36299,0,0,0,0,0,0,0.02264,0.07338,65.8662,0,0,0.04213,3.22673,0,0,0.02026,0,0,0.03873,0,0,0,0,0,0,0,0,0.00099,0,0,0,0,0,0,0.3007,0.07096,0.10144,0,0,0,0,0,0,0,0.32922,0,0,0.4227,0,0,0,0,0,0,0,0,0,0,0,0,1.18465,0.08845,0.48433,0,1.41984,0,0,0,0,0,0,0,0,0,0.04945,0,0,0,0.36768,0.93547,0,0,4.59847,2.22981,1.25831,0,0,0,0,0,0,0,0.03901,0.47446,0,0,0,0,1.70707,0,0.75181,1.24344,0.3024,0,0.01789,0,0,0,0,0,0.06504,0,0,0
"61-rB",0,2.79521,0,0,0.37504,0.01745,7.5953,0,0,0,0,1.22999,0,0.01523,0,48.70213,3.41059,0,0.02104,0.89555,0,0,0.0032,0,0,0,0,0,0,0,0,1.23533,2.49331,0,0,0.02155,2.01179,0,0,0,0,0.34182,0.00706,0,0,0,0,0,1.22791,0,2.92883,0.22528,0,0.87292,0.70969,0.89644,0,0,0,0,0,0,0,0,0.01764,0,0,0,0,0.14482,0,5.56565,0,0,0,0,0.00464,0,0,0,0,0,0,0,0,0,0.43602,0.57824,0,7.97431,0,2.45445,0,0,0,0,0.67263,0,0,0.08751,0,0,0,0,0,1.5544,0,0.02343,2.40766,0.04594,0,0,0,0,0,0,0,0,0,0,0
"61-rP",0,3.52141,0,0.00574,0.10891,10.04892,7.10208,0,0,0,0,0.937,0,0.72004,0.01741,44.37778,3.68852,0,0.08525,0.6928,0,0,0.02828,0,0,0,0,0,0,0,0,0.8798,1.8972,0,0,0.02908,0.54161,0,0,0,0,0.57758,0.03729,0,0,0,0,0,1.29078,0,5.63601,0.04753,0,0.33677,0.94424,0.22184,0,0,0,0,0,0,0,0,0,0.02404,0,0,0,0.38603,0,0.26114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56911,1.43121,0,7.84392,0,2.15367,0,0,0,0,1.16192,0,0,0.08487,0,0,0,0,0,0.24183,0,0.00083,1.92636,0.13367,0,0,0,0,0.00753,0,0,0,0,0,0
"61-tB",0,2.23297,0,0.01023,0.26487,3.48749,8.34614,0,0,0,0,1.07767,0,0.33441,0.01046,51.37228,1.48011,0,0.01832,1.61456,0,0,0.0152,0,0,0,0,0,0,0,0,1.85445,1.35917,0,0,0.08123,1.0758,0,0,0,0,0.30958,0.04017,0,0,0,0,0,0.3912,0,7.21057,0.4917,0,0.28855,0.98379,0.47055,0,0,0,0,0,0,0,0,0,0.00789,0,0.03475,0,0.67052,0,0.52227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64568,1.35037,0,7.03393,0,2.42321,0,0,0,0,0.38625,0,0,0.07244,0,0,0,0,0,0.16822,0,0.0215,1.83835,0.00314,0,0,0,0,0,0,0,0,0,0,0
"61-tP",0,4.58552,0,0.02811,0.06726,12.81414,6.43643,0,0,0,0,0.87841,0,1.34024,0.03429,38.50897,3.96664,0,0.08245,0.71591,0,0,0.02773,0,0,0,0,0,0,0,0,0.96978,3.17573,0,0,0,0.41844,0,0,0,0,0.66428,0.05476,0.0211,0,0,0,0,2.11376,0,7.31867,0.12036,0,0.01803,0.48708,0.28085,0,0,0,0,0,0,0.00823,0,0,0.0515,0,0,0,0.52526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64934,3.01201,0.03477,4.45627,0,1.80268,0,0,0,0,0.29849,0,0,0.06345,0,0,0,0,0,0.1792,0,0,3.44073,0.31774,0,0,0,0,0.03139,0,0,0,0,0,0
"62-rB",0,0,0,0.03314,0.98093,7.28632,11.75752,0,0,0,0,0.12848,0,0.0396,0.18148,24.34644,0,0,0.17116,16.00047,0,0,0,0,0,0.23167,0,0,0,0,0,1.50935,0,0,0,0,0.71273,0,0,0,0,0.98479,0.13583,0,0,0,0,0,0.2211,0,2.38848,1.14038,0,0.17178,1.15053,2.29553,0,0,0,0.01719,0,0,0,0,0,0,0,0,0,1.82706,0,1.74743,0,0,0,0,0.08569,0,0,0,0,0,0,0,0,0.51912,0,0,0,18.57982,0,0,0,0,0,0,0.99401,0,0,0,0,0,0,0,0,2.55771,0,1.55976,0.18656,0.05794,0,0,0,0,0,0,0,0,0,0,0
"62-rP",0,0,0,0.09372,0.41447,1.65853,5.28482,0,0,0,0,0.11173,0,0.10639,0.25328,29.62419,0,0,0.50425,13.092,0,0,0,0,0,0.0801,0,0,0,0,0,2.53272,0,0,0,0,0.86197,0,0,0,0.01911,1.04459,0.15512,0,0,0,0,0,0.42472,0,2.95422,3.93708,0,0.17385,1.88304,3.78421,0,0,0,0.05336,0,0,0,0,0.03184,0.00222,0,0,0,4.02875,0,3.38907,0,0,0,0,0.23722,0,0,0,0,0,0,0,0,1.4701,0,0,0,17.34865,0,0,0,0,0,0,1.21363,0,0,0,0,0,0,0,0,2.23252,0,0.70396,0.04267,0.25188,0,0,0,0,0,0,0,0,0,0,0
"62-tB",0,0,0,0.07262,0.585,14.59634,11.53254,0,0,0,0,0.21343,0,0.04985,0.17863,28.93775,0,0,0.29242,8.98289,0,0,0,0,0,0,0,0,0,0,0,1.49352,0,0,0,0,0.51266,0,0,0,0,0.53509,0.19551,0,0,0,0,0.02559,3.0484,0,0.63183,0.58095,0,0.19821,1.25165,0.79494,0,0,0,0.05091,0,0,0,0,0.03668,0.03243,0,0,0,2.13218,0,1.02001,0,0,0,0,0.24413,0,0,0,0,0,0,0,0,0.85689,0,0,0,17.10808,0,0,0,0,0,0,1.00618,0,0,0,0,0,0,0,0,1.89771,0,0.47457,0.26262,0.11133,0,0,0,0,0.05647,0,0,0,0,0,0
"62-tP",0,0,0,0.0183,0.62103,7.85206,2.04932,0,0,0,0,0.29389,0,0,0.13361,49.14461,0,0,0.3584,11.65368,0,0,0,0,0,0,0,0,0,0,0,1.45307,0,0,0,0,0.60232,0,0,0,0,0.91178,0.03854,0,0,0,0,0,0.40405,0,1.4941,0.641,0,0,1.12325,0.88351,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10543,0,1.34126,0,0,0,0,0.0463,0,0,0,0,0,0,0,0,0.29917,0,0,0,14.0257,0,0,0,0,0,0,1.12101,0,0,0,0,0,0,0,0,1.06863,0,0.24767,0,0,0,0,0,0,0.0683,0,0,0,0,0,0
"64-rB",0,0,0,1.23605,0,4.14084,0,0,0,0,0,0,0,0.41049,1.04258,15.76581,0,10.1498,0.20937,1.18846,0,0,0,0,0,0,0,0,0,0,0,2.18845,0,0,0,0,0,0,0,0.33464,0,1.41677,0.03129,0.22658,0,0,0.00594,0.08289,24.03823,0,18.22015,1.13188,0,0.39303,1.27123,0.43605,0,0,0,0.44991,0,0,0,0.29239,0,0,0.20582,0.55105,0,0.78677,0,0,0,0,0,0,0.15474,0,0,0,0,0.27557,0,0,0,0.70099,0,0,0,0.4912,0,0.2079,0,0,0,0,0,0,0,1.65375,0,0,0,0,0,0.2235,0,9.34496,0,0.31191,0,0.22129,0,0,0.20774,0,0,0,0,0,0
"64-rP",0,0,0,0.16163,0.02479,2.51767,0,0,0,0,0,0,0,0.12872,0.12502,15.33239,0,0.2253,0.24778,0.53117,0,0,0,0,0,0,0,0,0,0,0,1.95524,0,0,0,0,0,0,0,0.03317,0,0.96775,0.03545,0.14043,0,0,0,0.11106,12.38585,0,13.61934,0.98891,0,0.66531,1.07444,2.88702,0,0,0.0018,0.11523,0,0,0,0.07339,0,0,0.12968,0.14641,0,0.15973,0,0,0,0,0,0,0.345,0,0,0,0,0.14079,0,0,0,0.76341,0,0,0,1.9015,0,0.12619,0,0,0,0,0,0,0,0.98212,0,0,0,0,0,0.59078,0,39.34395,0.30335,0.66481,0,0.05342,0,0,0,0,0,0,0,0,0
"64-tB",0,0,0,0.27233,0.30972,7.62962,0,0,0,0,0,0,0,0.11656,0.17822,18.58013,0,0.92444,0.13008,0.34928,0,0,0,0,0,0,0,0,0,0,0,1.50068,0,0,0,0,0,0,0,1.67486,0,1.96209,0.0308,0.15521,0,0,0,0.16215,12.14344,0,19.38194,3.419,0,0.56663,1.20504,4.78739,0,0,0.03345,0.16347,0,0,0,0.06706,0,0,0.51938,0.64624,0,0.19475,0,0,0,0,0,0,0.55145,0,0,0,0,0.129,0,0,0,0.83758,0,0,0,2.69262,0,0.19462,0,0,0,0,0,0,0,1.19767,0,0,0,0,0,7.39849,0,9.45725,0,0.32804,0,0.01452,0,0,0.09482,0,0,0,0,0,0
"64-tP",0,0,0,0.0303,0.73097,0.88031,0,0,0,0,0,0,0,0,0.03088,15.39615,0,0.19882,0.00395,0.63224,0,0,0,0,0,0,0,0,0,0,0,2.56932,0,0,0,0,0,0,0,0.11552,0,0.47777,0,0,0,0,0,0,14.68562,0,11.29442,2.97646,0,0.15357,0.56263,1.98758,0,0,0,0.00827,0,0,0,0.0103,0,0,0,0.02565,0,0.03883,0,0,0,0,0,0,0.19297,0,0,0,0,0.10866,0,0,0,0.45241,0,0,0,0.93266,0,0.08244,0,0,0,0,0,0,0,0.69333,0,0,0,0,0,6.06221,0,36.74432,1.89152,0.02992,0,0,0,0,0,0,0,0,0,0,0
