"tail.number","treatment","microbiome.sample","tumor.volume","days.from.injection","unique.mouse.id","experiment","cage","treatment.group"
"3","Anti-PD1","HONC60-85 v1",62.974,9,"3 x 2_Anti-PD1_HONC60-85 v1","mimic12","2",NA
"3","Anti-PD1","HONC60-85 v1",34.422,12,"3 x 2_Anti-PD1_HONC60-85 v1","mimic12","2",NA
"3","Anti-PD1","HONC60-85 v1",0,15,"3 x 2_Anti-PD1_HONC60-85 v1","mimic12","2",NA
"3","Anti-PD1","HONC60-85 v1",0,18,"3 x 2_Anti-PD1_HONC60-85 v1","mimic12","2",NA
"3","Anti-PD1","HONC60-85 v1",0,21,"3 x 2_Anti-PD1_HONC60-85 v1","mimic12","2",NA
"3","IgG","HONC60-85 v2",0,0,"3 x 3_IgG_HONC60-85 v2","mimic12","3",NA
"3","IgG","HONC60-85 v2",32.1255,5,"3 x 3_IgG_HONC60-85 v2","mimic12","3",NA
"3","IgG","HONC60-85 v2",35.937,9,"3 x 3_IgG_HONC60-85 v2","mimic12","3",NA
"3","IgG","HONC60-85 v2",44.1,12,"3 x 3_IgG_HONC60-85 v2","mimic12","3",NA
"3","IgG","HONC60-85 v2",49.096,15,"3 x 3_IgG_HONC60-85 v2","mimic12","3",NA
"3","IgG","HONC60-85 v2",114.92,18,"3 x 3_IgG_HONC60-85 v2","mimic12","3",NA
"3","IgG","HONC60-85 v2",130.075,21,"3 x 3_IgG_HONC60-85 v2","mimic12","3",NA
"3","IgG","HONC60-85 v1",0,0,"3 x 4_IgG_HONC60-85 v1","mimic12","4",NA
"3","IgG","HONC60-85 v1",75.118,5,"3 x 4_IgG_HONC60-85 v1","mimic12","4",NA
"3","IgG","HONC60-85 v1",78.975,9,"3 x 4_IgG_HONC60-85 v1","mimic12","4",NA
"3","IgG","HONC60-85 v1",171.088,12,"3 x 4_IgG_HONC60-85 v1","mimic12","4",NA
"3","IgG","HONC60-85 v1",117.74,15,"3 x 4_IgG_HONC60-85 v1","mimic12","4",NA
"3","IgG","HONC60-85 v1",310.4,18,"3 x 4_IgG_HONC60-85 v1","mimic12","4",NA
"3","IgG","HONC60-85 v1",268.324,21,"3 x 4_IgG_HONC60-85 v1","mimic12","4",NA
"1","Anti-PD1","HONC60-84 v3",0,0,"1 x 1_Anti-PD1_HONC60-84 v3","mimic13","1",NA
"1","Anti-PD1","HONC60-84 v3",43.5375,4,"1 x 1_Anti-PD1_HONC60-84 v3","mimic13","1",NA
"1","Anti-PD1","HONC60-84 v3",25.6,6,"1 x 1_Anti-PD1_HONC60-84 v3","mimic13","1",NA
"1","Anti-PD1","HONC60-84 v3",82.944,9,"1 x 1_Anti-PD1_HONC60-84 v3","mimic13","1",NA
"1","Anti-PD1","HONC60-84 v3",25.5915,12,"1 x 1_Anti-PD1_HONC60-84 v3","mimic13","1",NA
"1","Anti-PD1","HONC60-84 v3",0,15,"1 x 1_Anti-PD1_HONC60-84 v3","mimic13","1",NA
"1","Anti-PD1","HONC60-84 v3",0,18,"1 x 1_Anti-PD1_HONC60-84 v3","mimic13","1",NA
"1","Anti-PD1","HONC60-84 v3",0,21,"1 x 1_Anti-PD1_HONC60-84 v3","mimic13","1",NA
"1","IgG","HONC60-84 v3",0,0,"1 x 2_IgG_HONC60-84 v3","mimic13","2",NA
"1","IgG","HONC60-84 v3",44.042,4,"1 x 2_IgG_HONC60-84 v3","mimic13","2",NA
"1","IgG","HONC60-84 v3",48.374,6,"1 x 2_IgG_HONC60-84 v3","mimic13","2",NA
"1","IgG","HONC60-84 v3",52.92,9,"1 x 2_IgG_HONC60-84 v3","mimic13","2",NA
"1","IgG","HONC60-84 v3",117.624,12,"1 x 2_IgG_HONC60-84 v3","mimic13","2",NA
"1","IgG","HONC60-84 v3",213.2275,15,"1 x 2_IgG_HONC60-84 v3","mimic13","2",NA
"1","IgG","HONC60-84 v3",490.05,18,"1 x 2_IgG_HONC60-84 v3","mimic13","2",NA
"1","IgG","HONC60-84 v3",622.104,21,"1 x 2_IgG_HONC60-84 v3","mimic13","2",NA
"1","IgG","HONC60-84 v4",0,0,"1 x 3_IgG_HONC60-84 v4","mimic13","3",NA
"1","IgG","HONC60-84 v4",15.979,4,"1 x 3_IgG_HONC60-84 v4","mimic13","3",NA
"1","IgG","HONC60-84 v4",56.8805,6,"1 x 3_IgG_HONC60-84 v4","mimic13","3",NA
"1","IgG","HONC60-84 v4",60.3,9,"1 x 3_IgG_HONC60-84 v4","mimic13","3",NA
"1","IgG","HONC60-84 v4",39.878,12,"1 x 3_IgG_HONC60-84 v4","mimic13","3",NA
"1","IgG","HONC60-84 v4",13.851,15,"1 x 3_IgG_HONC60-84 v4","mimic13","3",NA
"1","IgG","HONC60-84 v4",63.36,18,"1 x 3_IgG_HONC60-84 v4","mimic13","3",NA
"1","IgG","HONC60-84 v4",75.6315,21,"1 x 3_IgG_HONC60-84 v4","mimic13","3",NA
"1","Anti-PD1","HONC60-84 v4",0,0,"1 x 4_Anti-PD1_HONC60-84 v4","mimic13","4",NA
"1","Anti-PD1","HONC60-84 v4",22.05,4,"1 x 4_Anti-PD1_HONC60-84 v4","mimic13","4",NA
"1","Anti-PD1","HONC60-84 v4",51.984,6,"1 x 4_Anti-PD1_HONC60-84 v4","mimic13","4",NA
"1","Anti-PD1","HONC60-84 v4",97.6875,9,"1 x 4_Anti-PD1_HONC60-84 v4","mimic13","4",NA
"1","Anti-PD1","HONC60-84 v4",199.8045,12,"1 x 4_Anti-PD1_HONC60-84 v4","mimic13","4",NA
"1","Anti-PD1","HONC60-84 v4",71.811,15,"1 x 4_Anti-PD1_HONC60-84 v4","mimic13","4",NA
"1","Anti-PD1","HONC60-84 v4",188.1225,18,"1 x 4_Anti-PD1_HONC60-84 v4","mimic13","4",NA
"1","Anti-PD1","HONC60-84 v4",351.6215,21,"1 x 4_Anti-PD1_HONC60-84 v4","mimic13","4",NA
"2","Anti-PD1","HONC60-84 v3",0,0,"2 x 1_Anti-PD1_HONC60-84 v3","mimic13","1",NA
"2","Anti-PD1","HONC60-84 v3",27.38,4,"2 x 1_Anti-PD1_HONC60-84 v3","mimic13","1",NA
"2","Anti-PD1","HONC60-84 v3",52.038,6,"2 x 1_Anti-PD1_HONC60-84 v3","mimic13","1",NA
"2","Anti-PD1","HONC60-84 v3",39.2,9,"2 x 1_Anti-PD1_HONC60-84 v3","mimic13","1",NA
"2","Anti-PD1","HONC60-84 v3",55.016,12,"2 x 1_Anti-PD1_HONC60-84 v3","mimic13","1",NA
"2","Anti-PD1","HONC60-84 v3",35.0765,15,"2 x 1_Anti-PD1_HONC60-84 v3","mimic13","1",NA
"2","Anti-PD1","HONC60-84 v3",67.3745,18,"2 x 1_Anti-PD1_HONC60-84 v3","mimic13","1",NA
"2","Anti-PD1","HONC60-84 v3",62.422,21,"2 x 1_Anti-PD1_HONC60-84 v3","mimic13","1",NA
"2","IgG","HONC60-84 v3",0,0,"2 x 2_IgG_HONC60-84 v3","mimic13","2",NA
"2","IgG","HONC60-84 v3",20.25,4,"2 x 2_IgG_HONC60-84 v3","mimic13","2",NA
"2","IgG","HONC60-84 v3",91.6735,6,"2 x 2_IgG_HONC60-84 v3","mimic13","2",NA
"2","IgG","HONC60-84 v3",54.756,9,"2 x 2_IgG_HONC60-84 v3","mimic13","2",NA
"2","IgG","HONC60-84 v3",25.6,12,"2 x 2_IgG_HONC60-84 v3","mimic13","2",NA
"2","IgG","HONC60-84 v3",0,15,"2 x 2_IgG_HONC60-84 v3","mimic13","2",NA
"2","IgG","HONC60-84 v3",0,18,"2 x 2_IgG_HONC60-84 v3","mimic13","2",NA
"2","IgG","HONC60-84 v3",0,21,"2 x 2_IgG_HONC60-84 v3","mimic13","2",NA
"2","IgG","HONC60-84 v4",0,0,"2 x 3_IgG_HONC60-84 v4","mimic13","3",NA
"2","IgG","HONC60-84 v4",71.7925,4,"2 x 3_IgG_HONC60-84 v4","mimic13","3",NA
"2","IgG","HONC60-84 v4",45.662,6,"2 x 3_IgG_HONC60-84 v4","mimic13","3",NA
"2","IgG","HONC60-84 v4",102.3435,9,"2 x 3_IgG_HONC60-84 v4","mimic13","3",NA
"2","IgG","HONC60-84 v4",32.1715,12,"2 x 3_IgG_HONC60-84 v4","mimic13","3",NA
"2","IgG","HONC60-84 v4",30.752,15,"2 x 3_IgG_HONC60-84 v4","mimic13","3",NA
"2","IgG","HONC60-84 v4",100.842,18,"2 x 3_IgG_HONC60-84 v4","mimic13","3",NA
"2","IgG","HONC60-84 v4",165.3475,21,"2 x 3_IgG_HONC60-84 v4","mimic13","3",NA
"2","Anti-PD1","HONC60-84 v4",0,0,"2 x 4_Anti-PD1_HONC60-84 v4","mimic13","4",NA
"2","Anti-PD1","HONC60-84 v4",21.2355,4,"2 x 4_Anti-PD1_HONC60-84 v4","mimic13","4",NA
"2","Anti-PD1","HONC60-84 v4",223.925,6,"2 x 4_Anti-PD1_HONC60-84 v4","mimic13","4",NA
"2","Anti-PD1","HONC60-84 v4",67.4885,9,"2 x 4_Anti-PD1_HONC60-84 v4","mimic13","4",NA
"2","Anti-PD1","HONC60-84 v4",10.051,12,"2 x 4_Anti-PD1_HONC60-84 v4","mimic13","4",NA
"2","Anti-PD1","HONC60-84 v4",0,15,"2 x 4_Anti-PD1_HONC60-84 v4","mimic13","4",NA
"2","Anti-PD1","HONC60-84 v4",0,18,"2 x 4_Anti-PD1_HONC60-84 v4","mimic13","4",NA
"2","Anti-PD1","HONC60-84 v4",0,21,"2 x 4_Anti-PD1_HONC60-84 v4","mimic13","4",NA
"3","Anti-PD1","HONC60-84 v3",0,0,"3 x 1_Anti-PD1_HONC60-84 v3","mimic13","1",NA
"3","Anti-PD1","HONC60-84 v3",36.8,4,"3 x 1_Anti-PD1_HONC60-84 v3","mimic13","1",NA
"3","Anti-PD1","HONC60-84 v3",78.4195,6,"3 x 1_Anti-PD1_HONC60-84 v3","mimic13","1",NA
"3","Anti-PD1","HONC60-84 v3",103.243,9,"3 x 1_Anti-PD1_HONC60-84 v3","mimic13","1",NA
"3","Anti-PD1","HONC60-84 v3",82.026,12,"3 x 1_Anti-PD1_HONC60-84 v3","mimic13","1",NA
"3","Anti-PD1","HONC60-84 v3",233.289,15,"3 x 1_Anti-PD1_HONC60-84 v3","mimic13","1",NA
"3","Anti-PD1","HONC60-84 v3",259.4745,18,"3 x 1_Anti-PD1_HONC60-84 v3","mimic13","1",NA
"3","Anti-PD1","HONC60-84 v3",158.8125,21,"3 x 1_Anti-PD1_HONC60-84 v3","mimic13","1",NA
"3","IgG","HONC60-84 v3",0,0,"3 x 2_IgG_HONC60-84 v3","mimic13","2",NA
"3","IgG","HONC60-84 v3",42.527,4,"3 x 2_IgG_HONC60-84 v3","mimic13","2",NA
"3","IgG","HONC60-84 v3",39.2,6,"3 x 2_IgG_HONC60-84 v3","mimic13","2",NA
"3","IgG","HONC60-84 v3",80.19,9,"3 x 2_IgG_HONC60-84 v3","mimic13","2",NA
"3","IgG","HONC60-84 v3",106.624,12,"3 x 2_IgG_HONC60-84 v3","mimic13","2",NA
"3","IgG","HONC60-84 v3",119.422,15,"3 x 2_IgG_HONC60-84 v3","mimic13","2",NA
"3","IgG","HONC60-84 v3",178.596,18,"3 x 2_IgG_HONC60-84 v3","mimic13","2",NA
"3","IgG","HONC60-84 v3",612.5625,21,"3 x 2_IgG_HONC60-84 v3","mimic13","2",NA
"3","Anti-PD1","HONC60-84 v4",0,0,"3 x 3_IgG_HONC60-84 v4","mimic13","3",NA
"3","Anti-PD1","HONC60-84 v4",6.615,4,"3 x 3_IgG_HONC60-84 v4","mimic13","3",NA
"3","Anti-PD1","HONC60-84 v4",34.596,6,"3 x 3_IgG_HONC60-84 v4","mimic13","3",NA
"3","Anti-PD1","HONC60-84 v4",57.038,9,"3 x 3_IgG_HONC60-84 v4","mimic13","3",NA
"3","Anti-PD1","HONC60-84 v4",29.008,12,"3 x 3_IgG_HONC60-84 v4","mimic13","3",NA
"3","Anti-PD1","HONC60-84 v4",5.491,15,"3 x 3_IgG_HONC60-84 v4","mimic13","3",NA
"3","Anti-PD1","HONC60-84 v4",35.525,18,"3 x 3_IgG_HONC60-84 v4","mimic13","3",NA
"3","Anti-PD1","HONC60-84 v4",62.422,21,"3 x 3_IgG_HONC60-84 v4","mimic13","3",NA
"3","Anti-PD1","HONC60-84 v4",0,0,"3 x 4_Anti-PD1_HONC60-84 v4","mimic13","4",NA
"3","Anti-PD1","HONC60-84 v4",21.6,4,"3 x 4_Anti-PD1_HONC60-84 v4","mimic13","4",NA
"3","Anti-PD1","HONC60-84 v4",57.798,6,"3 x 4_Anti-PD1_HONC60-84 v4","mimic13","4",NA
"3","Anti-PD1","HONC60-84 v4",79.904,9,"3 x 4_Anti-PD1_HONC60-84 v4","mimic13","4",NA
"3","Anti-PD1","HONC60-84 v4",331.298,12,"3 x 4_Anti-PD1_HONC60-84 v4","mimic13","4",NA
"3","Anti-PD1","HONC60-84 v4",448.056,15,"3 x 4_Anti-PD1_HONC60-84 v4","mimic13","4",NA
"3","Anti-PD1","HONC60-84 v4",569.492,18,"3 x 4_Anti-PD1_HONC60-84 v4","mimic13","4",NA
"3","Anti-PD1","HONC60-84 v4",16.224,21,"3 x 4_Anti-PD1_HONC60-84 v4","mimic13","4",NA
"1 x 1",NA,NA,53.621,372,NA,NA,NA,"Anti-PD1 x HONC60-85v1 + Blautia"
"1 x 1",NA,NA,85.2355,374,NA,NA,NA,"Anti-PD1 x HONC60-85v1 + Blautia"
"1 x 1",NA,NA,78.0325,377,NA,NA,NA,"Anti-PD1 x HONC60-85v1 + Blautia"
"1 x 1",NA,NA,46.746,380,NA,NA,NA,"Anti-PD1 x HONC60-85v1 + Blautia"
"1 x 1",NA,NA,26.568,383,NA,NA,NA,"Anti-PD1 x HONC60-85v1 + Blautia"
"1 x 1",NA,NA,0,386,NA,NA,NA,"Anti-PD1 x HONC60-85v1 + Blautia"
"1 x 2",NA,NA,57.112,372,NA,NA,NA,"Anti-PD1 x HONC60-85v1"
"1 x 2",NA,NA,32.67,374,NA,NA,NA,"Anti-PD1 x HONC60-85v1"
"1 x 3",NA,NA,41.4,372,NA,NA,NA,"IgG x HONC60-85v1 + Blautia"
"1 x 3",NA,NA,17.568,374,NA,NA,NA,"IgG x HONC60-85v1 + Blautia"
"1 x 3",NA,NA,21.142,377,NA,NA,NA,"IgG x HONC60-85v1 + Blautia"
"1 x 3",NA,NA,41.454,380,NA,NA,NA,"IgG x HONC60-85v1 + Blautia"
"1 x 3",NA,NA,189.486,383,NA,NA,NA,"IgG x HONC60-85v1 + Blautia"
"1 x 3",NA,NA,151.0785,386,NA,NA,NA,"IgG x HONC60-85v1 + Blautia"
"1 x 4",NA,NA,142.0805,372,NA,NA,NA,"IgG x HONC60-85v1"
"1 x 4",NA,NA,120.6695,374,NA,NA,NA,"IgG x HONC60-85v1"
"1 x 4",NA,NA,60.908,377,NA,NA,NA,"IgG x HONC60-85v1"
"1 x 4",NA,NA,19.343,380,NA,NA,NA,"IgG x HONC60-85v1"
"1 x 4",NA,NA,34.983,383,NA,NA,NA,"IgG x HONC60-85v1"
"1 x 4",NA,NA,35.301,386,NA,NA,NA,"IgG x HONC60-85v1"
"2 x 1",NA,NA,64.538,372,NA,NA,NA,"Anti-PD1 x HONC60-85v1 + Blautia"
"2 x 1",NA,NA,58.725,374,NA,NA,NA,"Anti-PD1 x HONC60-85v1 + Blautia"
"2 x 1",NA,NA,35.258,377,NA,NA,NA,"Anti-PD1 x HONC60-85v1 + Blautia"
"2 x 1",NA,NA,13.4865,380,NA,NA,NA,"Anti-PD1 x HONC60-85v1 + Blautia"
"2 x 1",NA,NA,0,383,NA,NA,NA,"Anti-PD1 x HONC60-85v1 + Blautia"
"2 x 1",NA,NA,0,386,NA,NA,NA,"Anti-PD1 x HONC60-85v1 + Blautia"
"2 x 2",NA,NA,32.368,372,NA,NA,NA,"Anti-PD1 x HONC60-85v1"
"2 x 2",NA,NA,69.5835,374,NA,NA,NA,"Anti-PD1 x HONC60-85v1"
"2 x 3",NA,NA,95.506,372,NA,NA,NA,"IgG x HONC60-85v1 + Blautia"
"2 x 3",NA,NA,80.6285,374,NA,NA,NA,"IgG x HONC60-85v1 + Blautia"
"2 x 3",NA,NA,99.7195,377,NA,NA,NA,"IgG x HONC60-85v1 + Blautia"
"2 x 3",NA,NA,132.878,380,NA,NA,NA,"IgG x HONC60-85v1 + Blautia"
"2 x 3",NA,NA,178.608,383,NA,NA,NA,"IgG x HONC60-85v1 + Blautia"
"2 x 3",NA,NA,244.6505,386,NA,NA,NA,"IgG x HONC60-85v1 + Blautia"
"2 x 4",NA,NA,143.53,372,NA,NA,NA,"IgG x HONC60-85v1"
"2 x 4",NA,NA,141.568,374,NA,NA,NA,"IgG x HONC60-85v1"
"2 x 4",NA,NA,202.64,377,NA,NA,NA,"IgG x HONC60-85v1"
"2 x 4",NA,NA,326.232,380,NA,NA,NA,"IgG x HONC60-85v1"
"2 x 4",NA,NA,437.4775,383,NA,NA,NA,"IgG x HONC60-85v1"
"2 x 4",NA,NA,892.2465,386,NA,NA,NA,"IgG x HONC60-85v1"
"3 x 1",NA,NA,59.7375,372,NA,NA,NA,"Anti-PD1 x HONC60-85v1 + Blautia"
"3 x 1",NA,NA,59.643,374,NA,NA,NA,"Anti-PD1 x HONC60-85v1 + Blautia"
"3 x 1",NA,NA,49.6125,377,NA,NA,NA,"Anti-PD1 x HONC60-85v1 + Blautia"
"3 x 1",NA,NA,16.8175,380,NA,NA,NA,"Anti-PD1 x HONC60-85v1 + Blautia"
"3 x 1",NA,NA,0,383,NA,NA,NA,"Anti-PD1 x HONC60-85v1 + Blautia"
"3 x 1",NA,NA,0,386,NA,NA,NA,"Anti-PD1 x HONC60-85v1 + Blautia"
"3 x 2",NA,NA,70.688,372,NA,NA,NA,"Anti-PD1 x HONC60-85v1"
"3 x 2",NA,NA,87.1335,374,NA,NA,NA,"Anti-PD1 x HONC60-85v1"
"3 x 2",NA,NA,56.144,377,NA,NA,NA,"Anti-PD1 x HONC60-85v1"
"3 x 2",NA,NA,25.725,380,NA,NA,NA,"Anti-PD1 x HONC60-85v1"
"3 x 2",NA,NA,0,383,NA,NA,NA,"Anti-PD1 x HONC60-85v1"
"3 x 2",NA,NA,0,386,NA,NA,NA,"Anti-PD1 x HONC60-85v1"
"3 x 3",NA,NA,33.524,372,NA,NA,NA,"IgG x HONC60-85v1 + Blautia"
"3 x 3",NA,NA,59.048,374,NA,NA,NA,"IgG x HONC60-85v1 + Blautia"
"3 x 3",NA,NA,73.0355,377,NA,NA,NA,"IgG x HONC60-85v1 + Blautia"
"3 x 3",NA,NA,275.6985,380,NA,NA,NA,"IgG x HONC60-85v1 + Blautia"
"3 x 3",NA,NA,368,383,NA,NA,NA,"IgG x HONC60-85v1 + Blautia"
"3 x 3",NA,NA,476.847,386,NA,NA,NA,"IgG x HONC60-85v1 + Blautia"
"3 x 4",NA,NA,11.664,372,NA,NA,NA,"IgG x HONC60-85v1"
"3 x 4",NA,NA,71.632,374,NA,NA,NA,"IgG x HONC60-85v1"
"3 x 4",NA,NA,120.785,377,NA,NA,NA,"IgG x HONC60-85v1"
"3 x 4",NA,NA,173.1575,380,NA,NA,NA,"IgG x HONC60-85v1"
"3 x 4",NA,NA,443.338,383,NA,NA,NA,"IgG x HONC60-85v1"
"3 x 4",NA,NA,791.8805,386,NA,NA,NA,"IgG x HONC60-85v1"
